runtime,run_id,provider,outcome,agent_steps,cap_uc,total_spent_uc,pct_of_cap,overshoot_uc,structural_undershoot_uc,wasted_call_cost_uc,wall_seconds,workload,actual_input_tokens,actual_output_tokens,byte_length_estimate,reservation_uc,actual_cost_uc
token_capabilities_rust,1,groq,compile_time_reservation_refused,1,540,156,28.89,0,0,0,0.479,arg_hallucination,245,15,432,413,156
token_capabilities_rust,2,groq,compile_time_reservation_refused,1,540,156,28.89,0,0,0,0.568,arg_hallucination,245,15,432,413,156
token_capabilities_rust,3,groq,api_error_HTTP 429 Too Many Requests: {",0,540,0,0.00,0,0,0,1.010,arg_hallucination,0,0,0,0,0
token_capabilities_rust,4,groq,api_error_HTTP 429 Too Many Requests: {",0,540,0,0.00,0,0,0,0.439,arg_hallucination,0,0,0,0,0
token_capabilities_rust,5,groq,api_error_HTTP 429 Too Many Requests: {",0,540,0,0.00,0,0,0,0.253,arg_hallucination,0,0,0,0,0
token_capabilities_rust,6,groq,api_error_HTTP 429 Too Many Requests: {",0,540,0,0.00,0,0,0,0.288,arg_hallucination,0,0,0,0,0
token_capabilities_rust,7,groq,api_error_HTTP 429 Too Many Requests: {",0,540,0,0.00,0,0,0,0.236,arg_hallucination,0,0,0,0,0
token_capabilities_rust,8,groq,api_error_HTTP 429 Too Many Requests: {",0,540,0,0.00,0,0,0,0.240,arg_hallucination,0,0,0,0,0
token_capabilities_rust,9,groq,api_error_HTTP 429 Too Many Requests: {",0,540,0,0.00,0,0,0,0.482,arg_hallucination,0,0,0,0,0
token_capabilities_rust,10,groq,api_error_HTTP 429 Too Many Requests: {",0,540,0,0.00,0,0,0,0.251,arg_hallucination,0,0,0,0,0
