runtime,run_id,provider,outcome,agent_steps,cap_uc,total_spent_uc,pct_of_cap,overshoot_uc,structural_undershoot_uc,wasted_call_cost_uc,wall_seconds,workload,actual_input_tokens,actual_output_tokens,byte_length_estimate,reservation_uc,actual_cost_uc
token_capabilities_rust,1,openai,completed_no_cap_hit,2,540,55,10.19,0,0,0,2.745,arg_hallucination,203,40,1230,425,55
token_capabilities_rust,2,openai,completed_no_cap_hit,2,540,55,10.19,0,0,0,2.483,arg_hallucination,203,40,1230,425,55
token_capabilities_rust,3,openai,completed_no_cap_hit,2,540,55,10.19,0,0,0,2.728,arg_hallucination,203,40,1230,425,55
token_capabilities_rust,4,openai,completed_no_cap_hit,2,540,55,10.19,0,0,0,2.878,arg_hallucination,203,40,1230,425,55
token_capabilities_rust,5,openai,completed_no_cap_hit,2,540,55,10.19,0,0,0,3.882,arg_hallucination,203,40,1230,425,55
token_capabilities_rust,6,openai,completed_no_cap_hit,2,540,55,10.19,0,0,0,2.498,arg_hallucination,203,40,1230,425,55
token_capabilities_rust,7,openai,completed_no_cap_hit,2,540,55,10.19,0,0,0,3.032,arg_hallucination,203,40,1230,425,55
token_capabilities_rust,8,openai,completed_no_cap_hit,2,540,55,10.19,0,0,0,3.351,arg_hallucination,203,40,1230,425,55
token_capabilities_rust,9,openai,completed_no_cap_hit,2,540,55,10.19,0,0,0,3.737,arg_hallucination,203,40,1230,425,55
token_capabilities_rust,10,openai,completed_no_cap_hit,2,540,55,10.19,0,0,0,2.743,arg_hallucination,203,40,1230,425,55
