runtime,run_id,provider,outcome,agent_steps,cap_uc,total_spent_uc,pct_of_cap,overshoot_uc,structural_undershoot_uc,wasted_call_cost_uc,wall_seconds
token_capabilities_rust,1,openai,compile_time_reservation_refused,1,200,29,14.50,0,0,0,3.097
token_capabilities_rust,2,openai,compile_time_reservation_refused,1,200,29,14.50,0,0,0,2.184
token_capabilities_rust,3,openai,compile_time_reservation_refused,1,200,29,14.50,0,0,0,3.857
token_capabilities_rust,4,openai,compile_time_reservation_refused,1,200,29,14.50,0,0,0,2.253
token_capabilities_rust,5,openai,compile_time_reservation_refused,1,200,29,14.50,0,0,0,7.680
token_capabilities_rust,6,openai,compile_time_reservation_refused,1,200,29,14.50,0,0,0,3.378
token_capabilities_rust,7,openai,compile_time_reservation_refused,1,200,29,14.50,0,0,0,2.458
token_capabilities_rust,8,openai,compile_time_reservation_refused,1,200,29,14.50,0,0,0,3.285
token_capabilities_rust,9,openai,compile_time_reservation_refused,1,200,29,14.50,0,0,0,3.473
token_capabilities_rust,10,openai,compile_time_reservation_refused,1,200,29,14.50,0,0,0,2.456
