runtime,run_id,provider,outcome,agent_steps,cap_uc,total_spent_uc,pct_of_cap,overshoot_uc,structural_undershoot_uc,wasted_call_cost_uc,wall_seconds
token_capabilities_rust,1,openai,compile_time_reservation_refused,1,200,21,10.50,0,0,0,1.923
token_capabilities_rust,2,openai,compile_time_reservation_refused,1,200,21,10.50,0,0,0,1.788
token_capabilities_rust,3,openai,compile_time_reservation_refused,1,200,21,10.50,0,0,0,1.690
token_capabilities_rust,4,openai,compile_time_reservation_refused,1,200,21,10.50,0,0,0,1.812
token_capabilities_rust,5,openai,compile_time_reservation_refused,1,200,21,10.50,0,0,0,2.020
token_capabilities_rust,6,openai,compile_time_reservation_refused,1,200,21,10.50,0,0,0,2.007
token_capabilities_rust,7,openai,compile_time_reservation_refused,1,200,21,10.50,0,0,0,7.940
token_capabilities_rust,8,openai,compile_time_reservation_refused,1,200,21,10.50,0,0,0,1.889
token_capabilities_rust,9,openai,compile_time_reservation_refused,1,200,21,10.50,0,0,0,2.150
token_capabilities_rust,10,openai,compile_time_reservation_refused,1,200,21,10.50,0,0,0,1.822
